1.726266854467330747e+00 6.825900879218011141e+01 9.000000000000000000e+01 6.905956278709252771e+00 1.591614160157344138e+00
1.708591728059421833e+00 7.590796954059891277e+01 1.100000000000000000e+02 3.309128333889799656e+00 -1.277132991991837052e+01
1.794064970775328005e+00 7.281206046762036976e+01 1.400000000000000000e+02 -1.573429897990308746e+01 -2.293368967013834236e+01
1.688505380685229929e+00 7.818168359759029329e+01 1.100000000000000000e+02 -3.341791762574816360e+00 -6.313850309751936618e-02
1.759589353974030601e+00 7.071664537729859035e+01 8.000000000000000000e+01 1.392313814955542917e+01 1.294793123373546573e+00
1.464970892197081653e+00 5.820941955075048213e+01 9.000000000000000000e+01 9.968630454298452293e+00 5.773654581293637733e+00
1.679020832059735513e+00 7.075237683992442328e+01 6.000000000000000000e+01 1.056133472399393014e+01 5.980890457887488409e+00
1.690808520410270965e+00 6.993352420396193736e+01 1.300000000000000000e+02 -1.390279279279478963e+01 2.750972557897421567e+01
1.897526798145764193e+00 9.738515302401727070e+01 1.400000000000000000e+02 1.094015375312228322e+01 8.175109470487301522e+00
1.698456376810167479e+00 8.192745987058152934e+01 1.200000000000000000e+02 -2.630837468310687655e+01 -3.507038289789156771e+00
1.662370784690242242e+00 6.706241591677643044e+01 1.200000000000000000e+02 -7.323309573104388903e+00 -3.404990266183789860e+00
1.682926069981597328e+00 7.555148459976599895e+01 1.200000000000000000e+02 -4.153156787641499648e+00 -1.116437755921552366e+01
1.642937922333620238e+00 7.179381404305379988e+01 9.000000000000000000e+01 -3.181791689388204336e+00 3.174597253703097088e+00
1.713694148426388120e+00 6.722482367126096392e+01 1.200000000000000000e+02 -9.365752143465041257e+00 -1.072193884643731820e+01
1.682566512374244150e+00 6.971834208562466983e+01 1.400000000000000000e+02 1.716868516284687374e+01 1.744622547040921745e+01
1.725766976682614917e+00 7.675476457636627003e+01 8.000000000000000000e+01 2.275968448166457492e+00 -1.891138592924721706e+01
1.702973010133910003e+00 7.686574817109878666e+01 1.000000000000000000e+02 -4.438040901190295706e+00 4.229461792937602382e+01
1.669553656879257497e+00 7.950606729813625861e+01 1.200000000000000000e+02 1.539555451737711911e+00 -3.521730123252076794e+01
1.682479739848414590e+00 7.326521619240472205e+01 7.000000000000000000e+01 -5.735135885060031136e+00 6.395848362008957899e+00
1.562735201565370380e+00 6.479534321706520927e+01 7.000000000000000000e+01 -1.149730989383055624e+00 1.108271002894378299e+01
1.696915401192646389e+00 7.383640931284473652e+01 9.000000000000000000e+01 5.361478652057333427e+00 -4.602315046325639258e+00
1.726738151414937805e+00 7.796263671076698643e+01 1.600000000000000000e+02 -2.904462573098737721e+01 -5.613434064520840394e+01
1.724608238050793441e+00 7.400907967053787218e+01 1.100000000000000000e+02 7.354310349583196071e+00 3.699191403622198671e+00
1.724925104107126517e+00 7.141431359528230871e+01 1.000000000000000000e+02 -6.553957445437167628e+00 6.052771036027115512e-03
1.768236316293908095e+00 8.089513758029916346e+01 9.000000000000000000e+01 7.015711707964817023e+00 7.025918334433446377e-01
1.670934368247168234e+00 6.517238569004047122e+01 9.000000000000000000e+01 3.176286012808227782e-02 4.567489312052304129e+00
1.511588626508836963e+00 5.922866648239632781e+01 1.000000000000000000e+02 5.545247681641047421e+00 1.330813851482006704e+01
1.732913906447153707e+00 7.135708321927948816e+01 9.000000000000000000e+01 -1.329382048724201404e+01 -7.791801355482088631e+00
